"HEADER","POST","ClientAccountID","CurrencyPrimary","AssetClass","Symbol","Description","Quantity","MarkPrice","PositionValue","CostBasisPrice","CostBasisMoney"
"HEADER","TRNT","ClientAccountID","CurrencyPrimary","AssetClass","Symbol","Description","TradeDate","Quantity","Proceeds","IBCommission","NetCash","CostBasis","FifoPnlRealized","OrigTradePrice","Buy/Sell"
"DATA","TRNT","U17419949","USD","STK","ERJ","EMBRAER SA-SPON ADR","2025-07-08","-100","5950","-0.5188","5949.4812","-6359.0922","-409.611","0","SELL"
"DATA","TRNT","U17419949","USD","STK","ERJ","EMBRAER SA-SPON ADR","2025-07-08","-100","5948","-0.5188","5947.4812","-6400.5022","-453.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","ERJ","EMBRAER SA-SPON ADR","2025-07-08","-100","5947","-0.5188","5946.4812","-6400.5022","-454.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","ESLT","ELBIT SYSTEMS LTD","2025-08-08","1","-457.16","-1.000027","-458.160027","458.160027","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","ESLT","ELBIT SYSTEMS LTD","2025-08-12","-1","437.75","-1.000193","436.749807","-458.160027","-21.41022","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-05-16","364","-1685.32","-1.83274","-1687.15274","1687.15274","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-05-16","300","-1389","-1.5105","-1390.5105","1390.5105","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-05-16","42","-194.46","-0.21147","-194.67147","194.67147","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-05-16","-606","2920.92","-3.151806","2917.768194","-2808.83121","108.936984","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-05-16","-100","482.5","-0.5201","481.9799","-463.5035","18.4764","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","850","-6366.5","-4.2687","-6370.7687","6370.7687","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","200","-1560","-1.0044","-1561.0044","1561.0044","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","200","-1560","-1.0044","-1561.0044","1561.0044","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","10511","-81985.8","-52.786242","-82038.586242","82038.586242","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","100","-780","-0.5022","-780.5022","780.5022","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","783","-6099.57","-3.932226","-6103.502226","6103.502226","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","200","-1558","-1.0044","-1559.0044","1559.0044","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","200","-1558","-1.0044","-1559.0044","1559.0044","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","199","-1552.2","-0.999378","-1553.199378","1553.199378","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","100","-779","-0.5022","-779.5022","779.5022","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-03","329","-2562.91","-1.652238","-2564.562238","2564.562238","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","741","-1.0188","739.9812","-749.5022","-9.521","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","741","-0.0188","740.9812","-749.5022","-8.521","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-900","6669","-4.6737","6664.3263","-6823.0198","-158.6935","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-3","22.23","-0.015564","22.214436","-23.415066","-1.20063","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","741","-0.5193","740.4807","-780.5022","-40.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-500","3705","-2.594","3702.406","-3902.511","-200.105","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","741","-0.5188","740.4812","-780.5022","-40.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-1.0188","729.9812","-780.5022","-50.521","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","132.48","-0.003384","132.476616","-140.490396","-8.01378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-12","87.72","-0.002256","87.717744","-93.660264","-5.94252","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1466","-0.6876","1465.3124","-1561.0044","-95.692","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5193","729.4807","-780.5022","-51.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-16","116.8","-0.083008","116.716992","-124.880352","-8.16336","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","737","-0.5193","736.4807","-780.5022","-44.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1472","-1.0376","1470.9624","-1561.0044","-90.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-1","7.33","-0.005188","7.324812","-7.805022","-0.48021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","736","-0.5188","735.4812","-780.5022","-45.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","736","-0.5188","735.4812","-780.5022","-45.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-14","102.2","-0.072632","102.127368","-109.270308","-7.14294","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","737","-0.5193","736.4807","-780.5022","-44.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-474","3488.64","-2.459112","3486.180888","-3699.580428","-213.39954","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-17","124.27","-0.088196","124.181804","-132.685374","-8.50357","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-44","323.84","-0.228272","323.611728","-343.420968","-19.80924","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","736","-0.5188","735.4812","-780.5022","-45.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.94","-0.093384","131.846616","-140.490396","-8.64378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1462","-1.0376","1460.9624","-1561.0044","-100.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5188","730.4812","-780.5022","-50.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5188","733.4812","-780.5022","-47.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5193","730.4807","-780.5022","-50.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5188","730.4812","-780.5022","-50.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5188","729.4812","-780.5022","-51.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-2","14.6","-0.010376","14.589624","-15.610044","-1.02042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-400","2944.4","-2.0772","2942.3228","-3122.0088","-179.686","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-600","4416","-3.1158","4412.8842","-4683.0132","-270.129","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-99","725.67","-0.513612","725.156388","-772.697178","-47.54079","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","737","-0.5193","736.4807","-780.5022","-44.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5188","729.4812","-780.5022","-51.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","132.12","-0.093384","132.026616","-140.490396","-8.46378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5193","733.4807","-780.5022","-47.0215","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1470","-1.0376","1468.9624","-1561.0044","-92.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5188","730.4812","-780.5022","-50.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-97","710.04","-0.503236","709.536764","-757.087134","-47.55037","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5188","733.4812","-780.5022","-47.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5188","729.4812","-780.5022","-51.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1468","-1.0376","1466.9624","-1561.0044","-94.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1467","-1.0376","1465.9624","-1561.0044","-95.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-137","1008.32","-0.711441","1007.608559","-1069.288014","-61.679455","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-12","87.72","-0.062256","87.657744","-93.660264","-6.00252","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","733","-0.5188","732.4812","-780.5022","-48.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","132.12","-0.093384","132.026616","-140.490396","-8.46378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5188","729.4812","-780.5022","-51.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-14","102.48","-0.072632","102.407368","-109.270308","-6.86294","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-6","43.92","-0.031128","43.888872","-46.830132","-2.94126","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-199","1460.66","-1.032412","1459.627588","-1553.199378","-93.57179","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5188","730.4812","-780.5022","-50.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-800","5840","-4.1544","5835.8456","-6244.0176","-408.172","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","132.48","-0.093384","132.386616","-140.490396","-8.10378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.58","-0.093384","131.486616","-140.490396","-9.00378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1470","-1.0376","1468.9624","-1561.0044","-92.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","732","-0.5188","731.4812","-780.5022","-49.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-4","29.28","-0.020752","29.259248","-31.220088","-1.96084","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-2","14.68","-0.010376","14.669624","-15.610044","-0.94042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-1318","9621.4","-6.837784","9614.562216","-10287.018996","-672.45678","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","733.5","-0.5188","732.9812","-780.5022","-47.521","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-1000","7300","-5.188","7294.812","-7805.022","-510.21","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-600","4428","-3.1158","4424.8842","-4683.0132","-258.129","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1462","-1.0376","1460.9624","-1561.0044","-100.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-29","212.57","-0.150452","212.419548","-226.345638","-13.92609","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-400","2924","-2.0772","2921.9228","-3119.5388","-197.616","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-19","139.27","-0.098572","139.171428","-148.105418","-8.93399","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","731","-0.5188","730.4812","-779.5022","-49.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.76","-0.093384","131.666616","-140.310396","-8.64378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5188","733.4812","-779.5022","-46.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","736","-0.5188","735.4812","-779.5022","-44.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","730","-0.5188","729.4812","-779.5022","-50.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-1","7.35","-0.005188","7.344812","-7.795022","-0.45021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1461","-1.0376","1459.9624","-1559.0044","-99.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.94","-0.093384","131.846616","-140.310396","-8.46378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.58","-0.093384","131.486616","-140.310396","-8.82378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-12","87.84","-0.062256","87.777744","-93.540264","-5.76252","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5188","733.4812","-779.5022","-46.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1472","-1.0376","1470.9624","-1559.5044","-88.542","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-14","102.34","-0.072632","102.267368","-109.270308","-7.00294","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.94","-0.093384","131.846616","-140.490396","-8.64378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","736","-0.5188","735.4812","-780.5022","-45.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-14","102.2","-0.072632","102.127368","-109.270308","-7.14294","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-14","102.48","-0.072632","102.407368","-109.160308","-6.75294","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","732","-0.5188","731.4812","-779.5022","-48.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-18","131.76","-0.093384","131.666616","-140.310396","-8.64378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-100","734","-0.5188","733.4812","-779.5022","-46.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EVEX","EVE HOLDING INC","2025-07-08","-200","1461","-1.0376","1459.9624","-1559.0044","-99.042","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EXEL","EXELIXIS INC","2025-07-30","30","-1113.6","-1.00066","-1114.60066","1114.60066","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EXEL","EXELIXIS INC","2025-07-30","88","-3270.08","-0.001936","-3270.081936","3270.081936","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EXEL","EXELIXIS INC","2025-07-30","16","-596.48","-0.000352","-596.480352","596.480352","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","EXEL","EXELIXIS INC","2025-08-05","-116","4238.64","-1.021808","4237.618192","-4310.362552","-72.74436","0","SELL"
"DATA","TRNT","U17419949","USD","STK","EXEL","EXELIXIS INC","2025-08-05","-18","657.72","-0.003384","657.716616","-670.800396","-13.08378","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","159","-15884.1","-1.003498","-15885.103498","15885.103498","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","300","-29973","-1.3016","-29974.3016","29974.3016","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","141","-14091.54","-0.708102","-14092.248102","14092.248102","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","5","-499.5","-0.02511","-499.52511","499.52511","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","90","-8989.2","-0.45198","-8989.65198","8989.65198","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","300","-29979","-1.5066","-29980.5066","29980.5066","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","5","-499.4","-0.02511","-499.42511","499.42511","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-559","59594.99","-2.900092","59592.089908","-55853.907298","3738.18261","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-50","5330.5","-0.2594","5330.2406","-4996.8111","333.4295","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-165","17590.65","-0.85602","17589.79398","-16484.97863","1104.81535","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-75","7995.75","-0.3891","7995.3609","-7495.12665","500.23425","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-45","4797.45","-0.23346","4797.21654","-4497.07599","300.14055","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-8","852.88","-0.041504","852.838496","-799.480176","53.35832","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-98","10447.78","-0.508424","10447.271576","-9793.382156","653.88942","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","9","-936","-1.000198","-937.000198","937.000198","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","300","-31200","-0.5516","-31200.5516","31200.5516","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","243","-25272","-1.220346","-25273.220346","25273.220346","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","36","-3744","-0.180792","-3744.180792","3744.180792","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","100","-10400","-0.5022","-10400.5022","10400.5022","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","70","-7280","-0.35154","-7280.35154","7280.35154","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","242","-25168","-1.215324","-25169.215324","25169.215324","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-1","103.6","-1.000188","102.599812","-104.111133","-1.511321","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-600","62232","-2.1208","62229.8792","-62402.907089","-173.027889","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-200","20722","-1.0386","20720.9614","-20801.0044","-80.043","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-100","10360","-0.5188","10359.4812","-10400.5022","-41.021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","-99","10258.38","-0.514107","10257.865893","-10296.497178","-38.631285","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","345","-46230","-1.73259","-46231.73259","46231.73259","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-07-31","655","-87770","-3.28941","-87773.28941","87773.28941","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-32","4288.32","-1.006016","4287.313984","-4288.160704","-0.84672","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-50","6702.5","-0.0094","6702.4906","-6700.2511","2.2395","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-11","1474.66","-0.002068","1474.657932","-1474.055242","0.60269","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-6","805.02","-0.001128","805.018872","-804.030132","0.98874","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-17","2279.53","-0.003196","2279.526804","-2278.085374","1.44143","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-25","3354","-0.0047","3353.9953","-3350.12555","3.86975","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-696","93270.96","-3.315848","93267.644152","-93267.495312","0.14884","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-10","1340.1","-0.05188","1340.04812","-1340.05022","-0.0021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-4","536.04","-0.020752","536.019248","-536.020088","-0.00084","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-10","1340.1","-0.05188","1340.04812","-1340.05022","-0.0021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-1","134","-0.005188","133.994812","-134.005022","-0.01021","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-138","18492","-0.715944","18491.284056","-18492.693036","-1.40898","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","301","-37287.88","-1.511622","-37289.391622","37289.391622","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","332","-41128.16","-1.667304","-41129.827304","41129.827304","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","5986","-741545.68","-30.061692","-741575.741692","741575.741692","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","1660","-205640.8","-8.33652","-205649.13652","205649.13652","0","0","BUY"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-9","1127.43","-1.001692","1126.428308","-1114.965198","11.46311","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-728","91196.56","-2.821864","91193.738136","-90188.296016","1005.44212","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-100","12527","-0.5188","12526.4812","-12388.5022","137.979","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-71","8894.17","-0.368348","8893.801652","-8795.836562","97.96509","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-187","23425.49","-0.970156","23424.519844","-23166.499114","258.02073","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-66","8267.82","-0.342408","8267.477592","-8176.411452","91.06614","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-7","876.89","-0.036316","876.853684","-867.195154","9.65853","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-9","1127.43","-0.046692","1127.383308","-1114.965198","12.41811","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-92","11524.84","-0.477296","11524.362704","-11397.422024","126.94068","0","SELL"
"DATA","TRNT","U17419949","USD","STK","FIG","FIGMA INC-CL A","2025-08-01","-100","12527","-0.5188","12526.4812","-12388.5022","137.979","0","SELL"
